,Price,Location,Title,Link,Date,Description
65,"$8,900",CLAYTON,2010 NISSAN ARMADA PLATINUM-CLAYTON MOTORS INC,https://raleigh.craigslist.org/ctd/d/clayton-2010-nissan-armada-platinum/7558955637.html,Nov 18,"2010 NISSAN ARMADA PLATINUM
—————————————————
★★CLAYTON MOTORS INC★★
🚗𝟣𝟣𝟤𝟪𝟤 Us𝟩𝟢 Business Hwy W Clayton, NC 27520🚗

☎ Call (𝟫𝟣𝟫)𝟪𝟫𝟨-𝟤𝟤𝟦𝟣☎
*Hablamos español*

★OPEN: Monday-Saturday 𝟣𝟢AM-𝟨PM★
https://www.claytonmotorsnc.com/
——————————————————
✧Vehicle cash price: ＄8,900
✧We also do Buy Here Pay Here.
✧＄4,850 Down plus Taxes, tag & Doc Fee.
——————————————————
VEHICLE INFORMATION
VIN: 5N1BA0NF2AN605463
✔Make: NISSAN
✔Model: ARMADA
✔Model year: 𝟤𝟢10
✔Body Style: 4DR
✔Engine: V8 5.6L
✔Fuel Type: Gasoline
✔Drivetrain: RWD
✔Mileage:287,215
"
66,"$7,995",~ Ford F-150,2010 Ford F-150 XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB with,https://raleigh.craigslist.org/ctd/d/fredericksburg-2010-ford-150-xlt-4x2/7558946243.html,Nov 18,"!! MUST SEE !!  FRESH,VERY CLEAN & GREAT DEAL!!! TRADES  ARE WELCOMECall (or text) ☏ 7035056225
AutoTrend and Trucks inc.
4500 Lafayette Blvd, Fredericksburg, VA 22408Copy & Paste the URL belowto view more information!http://AutoTrendGroup.com


Get Pre-approved!


⭐⭐⭐⭐⭐ - AutoTrend and Trucks inc. - ⭐⭐⭐⭐⭐✅ ALL OF OUR CARS ARE CLEAN CARS. WE OFFER FREE CARFAX REPORTS ON ALL OF OUR CARS.✅ ALL OF OUR CARS ARE PRE-APPROVED FOR EXTENDED WARRANTIES !✅ WE PAY TOP DOLLARS FOR YOUR TRADE-INS - BRING IT IN FOR A FREE ON-THE-SPOT APPRAISAL!For more than 9 years we have been selling quality cars, trucks, vans and SUVs in the Fredericksburg, VA area,and we sold over 4000 vehicles. Stop on by for a test drive today. We will treat you like one of the family! We offer extended warranty coverage through ASC Warranties, PWC Warranties, C.A.R.S Protection plus that is effective anywhere in the USA or Canada. We service what we sell and we sell what we service. 🚩 CHECK OUT OUR REVIEWS ON FACEBOOK:https://www.facebook.com/AutoTrendgroup/✅ FOR MORE OF OUR ADS ON CRAIGSLIST, CHECK OUT THIS PAGE :https://richmond.craigslist.org/search/ctd?query=autotrendgroup.com

2010 Ford F-150_ F150_ f150_ F 150_ XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB Pickup 
		   196,560 miles	 Armrests - Front Center / Stability Control / External Temperature Display / Tire Pressure Monitoring System / Cruise Control


Call (or text)  7035056225 / 7035056225 for quick answers to your questions about this Ford F-150 XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB.



Additional Features   • Armrests - Front Center   • Stability Control   • External Temperature Display   • Tire Pressure Monitoring SystemComfort   • Cruise Control   • Power SteeringSafety   • Traction Control   • Power Door LocksWindows   • Power WindowsOther   • Door Handle Color - Black   • Front Bumper Color - Chrome   • Grille Color - Chrome   • Grille Color - Chrome Surround   • Mirror Color - Black   • Rear Bumper Color - Chrome   • Pickup Bed Light   • Tailgate - Removable   • Door Sill Trim - Scuff Plate   • Floor Mat Material - Carpet   • Floor Material - Carpet   • Floor Mats - Front   • Front Air Conditioning Zones - Single   • Floor Mats - Rear   • Ashtray   • Capless Fuel Filler System   • Cupholders - Front   • Cupholders - Rear   • Lighter Element   • Multi-Function Remote - Keyless Entry   • Storage - Cargo Tie-Down Anchors And Hooks   • Storage - Door Pockets   • Storage - Front Seatback   • Power Outlet(S) - Rear   • Vanity Mirrors - Dual   • Multi-Function Remote - Panic Alarm   • Overhead Console - Front   • Steering Wheel - Tilt   • Steering Wheel Mounted Controls - Cruise Control   • Reading Lights - Front   • One-Touch Windows - 1   • Abs - 4-Wheel   • Axle Ratio - 3.31   • Front Brake Diameter - 13.0   • Front Brake Width - 1.2   • Front Suspension Classification - Independent   • Rear Brake Diameter - 13.7   • Rear Brake Width - 0.8   • Rear Suspension Classification - Solid Live Axle   • Rear Suspension Type - Multi-Leaf   • Roll Stability Control   • Front Shock Type - Gas   • Front Spring Type - Coil   • Rear Shock Type - Gas   • Rear Spring Type - Leaf   • Front Struts   • Front Suspension Type - Short And Long Arm   • Front Brake Type - Ventilated Disc   • Rear Brake Type - Ventilated Disc   • Alternator - 155 Amps   • Battery - Maintenance-Free   • Battery Rating - 540 Cca   • Antenna Type - Mast   • Auxiliary Audio Input - Jack   • In-Dash Cd - Single Disc   • Multi-Function Display   • Radio - Am/Fm   • Warnings And Reminders - Low Fuel Level   • In-Dash Cd - Mp3 Playback   • Gauge - Oil Pressure   • Gauge - Tachometer   • Headlights - Auto Off   • Exterior Entry Lights - Approach Lamps   • Wheel Locks - Spare Only   • Spare Tire Mount Location - Underbody   • Spare Wheel Type - Steel   • Tire Type - All Season   • Spare Tire Size - Full-Size Matching   • Wheels - Aluminum With Painted Accents   • Front Wipers - Intermittent   • Rear Privacy Glass   • Child Seat Anchors - Latch System   • Front Airbags - Dual   • Impact Sensor - Post-Collision Safety System   • Side Airbags - Front   • Side Curtain Airbags - Front   • Airbag Deactivation - Occupant Sensing Passenger   • Child Safety Door Locks   • Anti-Theft System - Vehicle Immobilizer   • Front Seat Type - 40-20-40 Split Bench   • Seatbelt Force Limiters - Front   • Seatbelt Pretensioners - Front   • Upholstery - Premium Cloth   • Driver Seat Manual Adjustments - 6   • Driver Seat Manual Adjustments - Lumbar   • Front Headrests - 2   • Front Headrests - Adjustable   • Passenger Seat Manual Adjustments - 4   • Rear Headrests - 2   • Rear Headrests - Adjustable   • Rear Seat Type - 60-40 Split Bench   • Rear Seatbelts - Center 3-Point   • Rear Seat Folding - Folds Up   • Rear Seat Folding - Split   • Driver Seat Manual Adjustments - Reclining   • Passenger Seat Manual Adjustments - Reclining

***** Ford F-150 XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB Pickup *****
2011, 2012, 2013, 2010, 2009, 2008, 2007, Ford F-150, Crown Victoria, Edge, E150, Escape Hybrid, Expedition EL, Escape, F150, F350, Expedition, Explorer, Explorer Sport Trac, F250, Focus, Freestyle, Five Hundred, Freestar, Fusion, Mustang, Ranger, Taurus, E350, E250, E350 Super Duty, F450, Taurus X, Flex, Fusion Hybrid, Transit Connect, Fiesta, C-Max, Focus Electric, Focus ST, C-Max Hybrid, C-Max Energi, Fusion Energi
 




!! MUST SEE !!  FRESH,VERY CLEAN & GREAT DEAL!!! TRADES  ARE WELCOMECall (or text) ☏ 7035056225
AutoTrend and Trucks inc.
4500 Lafayette Blvd, Fredericksburg, VA 22408Copy & Paste the URL belowto view more information!http://AutoTrendGroup.com

2010 10 *Ford* *F-150 F150 f150 *F 150** *Cheap XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB*
		*Like New 2010 XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB Pickup* *5.4L V8*
		*Must See 2010 Ford F-150 F150 f150 *F 150* XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB Flex Fuel -
		2010 Ford F-150 F150 f150 *F 150*  f-150 F-150 XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB Flex Fuel Pickup Cheap - 
		2010 Ford F-150 F150 f150 *F 150* (XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB) Carfax Flex Fuel 5.4L V8 - 
		2010 Ford F-150 F150 f150 *F 150* XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB Pickup 5.4L V8 Flex Fuel  - 
		Ford F-150 F150 f150 *F 150* XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB Pickup  
		*SCHEDULE YOUR TEST DRIVE 2010 Ford F-150 F150 f150 *F 150*  5.4L V8 XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB Flex Fuel Pickup*  
		*Ford* *F-150 F150 f150 *F 150** 2010 Ford F-150 F150 f150 *F 150* XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB Flex Fuel Pickup  
		*2010 Ford F-150 F150 f150 *F 150* XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB 
		*AutoTrend and Trucks inc.* *Call (or text) us today at 7035056225.*
		2011 Ford F-150 F150 f150 *F 150* XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB 5.4L V8 -
		Have you seen this 2012 Ford F-150 F150 f150 *F 150* XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB Pickup ? 
		Must See 2013 Ford F-150 F150 f150 *F 150*  F150 f150 F150 XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB Flex Fuel Pickup 
		*For Sale F-150 F150 f150 *F 150** *F-150 F150 f150 *F 150** *Carfax XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB Flex Fuel Pickup 
		Come test drive this amazing *Ford* *F-150 F150 f150 *F 150** *(XLT 4X2 4DR SUPERCREW STYLESIDE 5.5 FT. SB)* *Flex Fuel* Pickup XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB Pickup Flex Fuel Pickup Flex Fuel*
		*(Ford)* *(F-150 F150 f150 *F 150*)* *XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB* *5.4L V8* *(FLEX FUEL)* *Bad Credit*
		*Flex Fuel* *Pickup*  *Super Vehicle Flex Fuel Call (or text) this number 7035056225* *5.4L V8* *AutoTrend and Trucks inc.* * Good Credit*
		2010 2009 2008 2007 
		*This vehicle is a used Ford F-150 F150 f150 *F 150** *No Credit*
		*It is like New XLT 4x2 4dr SuperCrew Styleside 5.5 ft. SB* *5.4L V8 Flex Fuel* 
		*Flex Fuel* 2006 2005 2004 2003 2002 2001 "
67,"$7,900",Clayton,2010 CHEVROLET EQUINOX LT *BUY HERE PAY HERE* (919)243-1060,https://raleigh.craigslist.org/ctd/d/clayton-2010-chevrolet-equinox-lt-buy/7558939338.html,Nov 18,"2010 CHEVROLET EXQUINOX LT
——————————————————
☎ Call (919)243-1060 *Hablamos español*

LOCATION: Auto Bella Inc.
11384 US 70 Bus Hwy W Clayton, NC 27520
——————————————————
CASH PRICE $7,900 *Does not include tax, tags and $200 doc fee*

BUY HERE PAY HERE *Down payment $3,950- Plus tax, tags and $200 doc fee*
*Remaining balance financed
⭐No credit checks 
⭐Proof of income not required
——————————————————
VEHICLE INFORMATION:

VIN: 2CNALPEW5A6305712
Make: Chevrolet
Model: Equinox
Model Year: 2010
Trim Package: LT 4dr SUV w/2LT
Body Style: SUV
Engine: 2.4L I4
Fuel Type: Gasoline
Transmission: Automatic 6-Speed
Drivetrain: FWD

City MPG: 22
Highway MPG: 32
Mileage: 187,103

Exterior Color: White
Interior Color: Gray/Beige
Leather seats

◾Clean Title
◾NC Inspection
◾CARFAX Available

🚩Sold AS IS- No dealer warranty* Vehicle can be inspected by a mechanic before purchase*
⭐CARS Protection Plus (CARS) Service contract available

Features:
Front Air Conditioning - Automatic Climate Control
Steering Wheel Trim - Leather
Center Console - Front Console With Armrest And Storage
Cruise Control
Multi-Function Remote - Keyless Entry
Power Steering
Reading Lights - Front
Rearview Mirror - Auto-Dimming
Remote Engine Start
Steering Wheel - Tilt And Telescopic
Steering Wheel Mounted Controls - Audio
Steering Wheel Mounted Controls - Cruise Control
Vanity Mirrors - Dual Illuminating
In-Dash Cd - Mp3 Playback
Warnings And Reminders - Coolant Temperature Warning
Warnings And Reminders - Lamp Failure
Warnings And Reminders - Low Oil Pressure
Warnings And Reminders - Tire Fill Alert
Wireless Data Link - Bluetooth
Radio - Am/Fm
Trip Odometer
Warnings And Reminders - Low Fuel Level
Daytime Running Lights
Exterior Entry Lights - Approach Lamps
Front Fog Lights
Rear Door Type - Liftgate
——————————————————
Thank you🙂

WWW.AUTOBELLANC.COM
    "
68,"$7,950",North Raleigh,Moro Blue 2006 Audi A4 2.0T // 1 Owner // 6 Speed // Quattro,https://raleigh.craigslist.org/ctd/d/raleigh-moro-blue-2006-audi-a4-20t/7558925337.html,Nov 18,"Well kept, very healthy running Moro Blue 2006 Audi A4 with 142K on the 2.0 liter turbocharged inline four cylinder mated to a six speed manual transmission, all wheel drive. This is a single owner vehicle optioned with: keyless entry/alarm, traction/stability control, dual climate control, premium sound, Satellite radio, factory all weather floormats, power heated leather seats, power sunroof, power windows, power mirrors, power locks, cruise, etc. 


Clean title, 1 owner Carfax and a fresh NC state inspection. Carfax documents 30 service records since new. Feel free to contact us with any further questions or concerns. Thanks for your time!


AMS Sales Inc.
919-750-1951
7101 Cheviot Hills Dr. Raleigh, NC 27616
Monday-Friday 10am-6pm
Saturday-11am-3pm
www.amssalesinc.com



Audi audi A4 a4 B7 b7 BMW 325xi 330xi Subaru Impreza impreza Legacy legacy ams AMS
"
69,"$2,800",Raleigh,Cadillac CTS,https://raleigh.craigslist.org/cto/d/raleigh-cadillac-cts/7558922823.html,Nov 18,"Only 77,000 Miles
Car is in great condition, but the engine just threw catastrophic engine repair warning. 
Won’t start. 
Likely needs rebuild or new engine. 
Has a 3.6L larger engine with all the bells and whistles.
    "
70,"$9,900",North Raleigh,Code Red 2006 Nissan Frontier Nismo // 4x4 // V6 // Automatic,https://raleigh.craigslist.org/ctd/d/raleigh-code-red-2006-nissan-frontier/7558920780.html,Nov 18,"Well kept, very healthy running Code Red 2006 Nissan Frontier Nismo with 231K on the 4.0 liter V6 mated to an automatic transmission, four wheel drive. This is a two owner vehicle optioned with: keyless entry/alarm, traction/stability control, selectable two/four wheel drive, locking differential, bedliner, power windows, power mirrors, power locks, cruise, etc. 


Clean title, clean two owner Carfax with zero accidents and a fresh NC state inspection. This vehicle has been maintained at Nissan dealerships for the majority of its life. Feel free to contact us with any further questions or concerns. Thanks for your time!


AMS Sales Inc.
919-750-1951
7101 Cheviot Hills Dr. Raleigh, NC 27616
Monday-Friday 10am-6pm
Saturday-11am-3pm
www.amssalesinc.com



Nissan nissan Frontier frontier Toyota Tacoma tacoma Dodge Dakota dakota Ford Ranger ranger ams AMS
"
71,"$12,000",Benson,2010 Chevrolet Silverado LS *4x4*,https://raleigh.craigslist.org/cto/d/benson-2010-chevrolet-silverado-ls-4x4/7558911956.html,Nov 18,"Selling my 10’ Silverado in great looking and running condition. Only 190k highway miles. Clean & clear title in hand.

Cold a/c & hot heat. V8 engine. Flex fuel model. Automatic. 4x4: 4 wheel drive. Has aftermarket modifications such as 20” wheels, LED lighting, double din radio & more. All maintenance up to date. Recently serviced with new brakes, oil change and power steering service. 

I wouldn’t hesitate to drive this truck anywhere.
"
72,"$1,800",Raleigh,Toyota Camry 2003 XLE V6,https://raleigh.craigslist.org/cto/d/raleigh-toyota-camry-2003-xle-v6/7558875951.html,Nov 18,"Move out sale!!! Price reduced!!!

Selling my daily commuter.

Passed NC inspection.

Clean title. Very well maintained.
Runs smooth. AC/Heater works fine.
V6 engine. XLE trim.
Leather seats. Sliding moon roof.
Power seats and windows. Remote lock, unlock.
Anti-theft system installed.

New timing belt. New battery. Tires have good amount of tread left. Engine and transmission are in good shape. No oil leaks. No dents.

Car comes with two sets of keys.
Free fluids (transmission fluid, brake fluid, coolant)
Free fix a flat, cleaning shampoo, windshield cleaner, air pressure sensor cleaner.

Door handle broken on rear left side. Front passenger side power window doesn't work. Axle makes noise while accelerating.

$1800 AS IS.
    "
73,"$19,900",North Raleigh,Stone White 2010 Jeep Wrangler Islander // 58K // 6 Speed // Upgrades,https://raleigh.craigslist.org/ctd/d/raleigh-stone-white-2010-jeep-wrangler/7558870616.html,Nov 18,"Low mileage, very healthy running Stone White 2010 Jeep Wrangler Sport Islander Edition with 58K on the 3.8 liter V6 mated to a six speed manual transmission, four wheel drive. This is a two owner vehicle optioned with: keyless entry/alarm, traction/stability control, selectable two/four wheel drive, tow package, removeable doors/soft-top, Bluetooth, Satellite radio, auxiliary input, factory all weather floormats, cruise, power windows, power mirrors, power locks, etc. 


Clean title, clean two owner Carfax with zero accidents and a fresh NC state inspection. Upgrades to this vehicle include Gibson exhaust, K&N cold air intake, bull bar with KC lights and 255 BFG mud terrains. Feel free to contact us with any further questions or concerns. Thanks for your time!


AMS Sales Inc.
919-750-1951
7101 Cheviot Hills Dr. Raleigh, NC 27616
Monday-Friday 10am-6pm
Saturday-11am-3pm
www.amssalesinc.com




Jeep jeep Wrangler wrangler JK jk Sahara sahara Rubicon rubicon Toyota FJ Cruiser fj cruiser ams AMS 



"
74,"$5,900",Franklinton,2006 Jeep Liberty Limited - 4WD,https://raleigh.craigslist.org/cto/d/franklinton-2006-jeep-liberty-limited/7558869650.html,Nov 18,"Limited edition. Fully loaded with Kenwood stereo with bluetooth and backup camera.  Moonroof, tow hitch, 4wd, leather seats. Driver seat has small tear. Regular oil changes and maintenance. Carfax report available. No accidents.
Call 919-Four-Five-Four-73Zero8
"
75,"$7,499",Sanford 919 774-0924,2005 Toyota Camry LE V6 4dr Sedan,https://raleigh.craigslist.org/ctd/d/sanford-2005-toyota-camry-le-v6-4dr/7558860359.html,Nov 18,"Engine
3.0L V6
Transmission
Automatic 5-Speed
Drivetrain
FWD
Fuel
Gasoline
Exterior Color
Gray
Interior Color
Gray

The front windshield is in excellent condition. The paint is in great shape and condition. No dings are visible on this vehicle. The tires are slightly worn with about 75% of tread life left. The interior was well maintained and is extra clean. The exterior was well maintained and is extra clean. The engine is functioning properly and has no issues. This vehicle has no previous collision damage. The transmission shifts very smoothly. The brakes are in great condition. The battery is in excellent condition. The car was previously owned by a non smoker. A full size spare is included with this vehicle. This vehicle comes with a spare key. This vehicle had one previous owner.

https://www.majesticautonc.com/details/used-2005-toyota-camry/88902362

Call us at (919)774-0924



"
76,"$16,499",Sanford 919 774-0924,2009 Ford F-150 XLT 4x4 4dr SuperCab Styleside 6.5 ft. SB,https://raleigh.craigslist.org/ctd/d/sanford-2009-ford-150-xlt-4x4-4dr/7558860049.html,Nov 18,"Engine
4.0L V6
Transmission
Automatic 5-Speed
Drivetrain
4X2
Fuel
Gasoline
Exterior Color
Black
Interior Color
Gray

The front windshield is in excellent condition. The paint is in great shape and condition. No dings are visible on this vehicle. The tires are slightly worn with about 75% of tread life left. The interior was well maintained and is extra clean. The exterior was well maintained and is extra clean. The engine is functioning properly and has no issues. This vehicle has no previous collision damage. The transmission shifts very smoothly. The brakes are in great condition. The battery is in excellent condition. A full size spare is included with this vehicle. This vehicle comes with a spare key. This vehicle had a few previous owners.

https://www.majesticautonc.com/details/used-2009-ford-f-150/88902209

Call us at (919) 774-0924
"
77,"$10,499",Sanford 919 774-0924,2009 Ford Ranger XLT 4x2 4dr SuperCab SB,https://raleigh.craigslist.org/ctd/d/sanford-2009-ford-ranger-xlt-4x2-4dr/7558859768.html,Nov 18,"Engine
4.0L V6
Transmission
Automatic 5-Speed
Drivetrain
4X2
Fuel
Gasoline
Exterior Color
Black
Interior Color
Gray

https://www.majesticautonc.com/details/used-2009-ford-ranger/88902949
Call Us at (919) 774-0924

The front windshield is in excellent condition. The paint has some slight scratches. Some dings are visible on this vehicle. The tires are slightly worn with about 75% of tread life left. The interior is clean and in good condition. The exterior is clean and in good condition. The engine is functioning properly and has no issues. This vehicle has no previous collision damage. The transmission shifts very smoothly. The brakes are in great condition. The battery is in excellent condition. A full size spare is included with this vehicle. This vehicle comes with a spare key. This vehicle had one previous owner.
"
78,"$5,999",Sanford   919-774-0924,2005 Volvo S60 2.5T AWD 4dr 2.5T Turbo Sedan,https://raleigh.craigslist.org/ctd/d/sanford-2005-volvo-s60-25t-awd-4dr-25t/7558859039.html,Nov 18,"The front windshield is in excellent condition. The paint is in great shape and condition. No dings are visible on this vehicle. The interior is clean and in good condition. The tires are slightly worn with about 75% of tread life left. The exterior is clean and in good condition. The engine is functioning properly and has no issues. The brakes are in great condition. The battery is in excellent condition.

See more at: https://www.majesticautonc.com/details/used-2005-volvo-s60/74904383

Call Us at: 919-774-0924
"
79,"$3,000",Apex,2001 Honda Accord EX v6,https://raleigh.craigslist.org/cto/d/apex-2001-honda-accord-ex-v6/7558854403.html,Nov 18,"2001 Honda Accord 
Leather
Power windows
Power seats
Sunroof
Strong engine
Newer tires
New battery
New plugs
Replaced Coil Pack
Newer alternator
It’s an old car so it has wear and tear, but runs strong. 
Miles are high 200’s around 275k, odometer wasn’t working for awhile.
"
80,"$2,500",N/A,2005 Nissan Frontier King Cab,https://raleigh.craigslist.org/cto/d/raleigh-2005-nissan-frontier-king-cab/7558847144.html,Nov 18,"Price has been reduced! Vehicle is located in Richmond, Virginia. 2005 Nissan Frontier King Cab. 4.0 V6, 2wd, automatic transmission, around 165k miles. The transmission is slipping and will need to be towed. $2500
"
81,"$6,750",Pittsboro,06 Nissan Frontier King Cab Pickup - 4WD/RWD - V6 - Manual -234k miles,https://raleigh.craigslist.org/cto/d/bynum-06-nissan-frontier-king-cab/7558845199.html,Nov 18,"Selling a 2006 Nissan Frontier King Cab Pickup 2D 6ft.

This is a 6 speed manual transmission, 6 cylinders, 4 wheel drive (low and high) or 2 wheel drive (RWD), finished in silver metallic and black cloth interior. The truck is equipped with 4 almost new Goodyear Wrangler tires, it comes with 2 front rubber mats, 2 rear cloth mats, a tow hitch and an original radio.

The truck is using a little bit of oil - common on this model - and the catalytic converters will need to be replaced in order to pass an emission test - hence the ""service engine soon"" light on the dash. Other than that there is nothing wrong with this pickup, everything is in working order.

This Nissan Frontier is in a pretty good shape overall. The interior is in a very good condition with no rips at all in the seats. The exterior of the pickup is in a good condition, as you can see on the pictures, there are a couple of scratches on the body and some of the paint peeled away on the A pillars. The central piece of the front bumper is cracked but the truck will come with a new one that will need to be installed as well as a new plastic cover to fit under the passenger headlight.

VIN:  1N6AD06W76C463438
Mileage: 234200, really well kept.
4.0 Liter engine,  6 cylinders, Manual, RWD.
Comes with one key.

Loaded with:

A/C
Power steering
Tow hitch
Rubber mats
...

Prior to the sale, the front brakes have been replaced as well as the front calipers.

Asking $6750.

Feel free to contact with any question,


Thank you for looking!
"
82,"$2,400",Cary,2001 Dodge Durango 4x4 SLT,https://raleigh.craigslist.org/cto/d/cary-2001-dodge-durango-4x4-slt/7558839797.html,Nov 18,"2001 Dodge Durango 4x4 SLT (4.7 liter) for sale by owner. Clean title, runs great, brand new tires, new radiator, fairly new battery, heads recently rebuild, new power steering pump, new rear door struts, new wipers, spare tire in excellent condition. Bought it 4-years ago as a daily driver, but bought a newer car and no longer use it. Had initially planned to restore it, so it has many new parts, but am moving out of state now and can't take it with me. It needs a new speed sensor, so the speedometer recently stopped working and the ABS/Brake light came on. It's a common problem, but I don't have time to fix it. Air conditioner works, but will need Freon before next summer. Third row seating, tow hitch, and roof luggage rack.
"
83,"$7,350",Raleigh,2009 Toyota Camry Hybrid,https://raleigh.craigslist.org/cto/d/raleigh-2009-toyota-camry-hybrid/7558826262.html,Nov 18,"Very well maintained
clean title
Hybrid 
Transmission fluid changed at proper intervals, oil changes etc. 


Estimated Retail Value
Based on Advertised Retail Prices
$8,625

Mirror Color - Body-Color
 Air Filtration
 Center Console Trim - Simulated Wood
 Dash Trim - Simulated Wood
 Door Trim - Simulated Wood
 Front Air Conditioning - Automatic Climate Control
 Front Air Conditioning Zones - Dual
 Steering Wheel Trim - Leather
 Rear Vents - Second Row
 Armrests - Rear Center Folding With Pass-Thru
 Center Console - Front Console With Storage
 Cruise Control
 Cupholders - Front
 Cupholders - Rear
 Multi-Function Remote - Keyless Entry
 Multi-Function Remote - Trunk Release
 Retained Accessory Power
 Steering Wheel - Tilt And Telescopic
 Steering Wheel Mounted Controls - Air Conditioning
 Steering Wheel Mounted Controls - Phone
 Storage - Cargo Net
 Storage - Door Pockets
 Storage - Front Seatback
 Universal Remote Transmitter
 Power Outlet(S) - 12v Front
 Power Steering - Variable/Speed-Proportional
 Vanity Mirrors - Dual Illuminating
 Overhead Console - Front
 Steering Wheel Mounted Controls - Cruise Control
 Cargo Area Light
 Reading Lights - Front
 Reading Lights - Rear
 Sunshade - Rear Window
 One-Touch Windows - 1
 Rearview Mirror - Auto-Dimming
 Abs - 4-Wheel
 Electronic Brakeforce Distribution
 Front Brake Diameter - 11.7
 Front Suspension Classification - Independent
 Rear Brake Diameter - 11.1
 Rear Stabilizer Bar
 Rear Suspension Classification - Independent
 Rear Suspension Type - Multi-Link
 Front Shock Type - Gas
 Front Spring Type - Coil
 Front Suspension Type - Lower Control Arms
 Rear Shock Type - Gas
 Rear Spring Type - Coil
 Front Struts - Macpherson
 Rear Struts
 Front Brake Type - Ventilated Disc
 Rear Brake Type - Disc
 Antenna Type - Diversity
 Auxiliary Audio Input - Mp3
 Compass
 In-Dash Cd - 6 Disc
  Premium Brand - Jbl
 Radio - Am/Fm
 Speed Sensitive Volume Control
 Trip Odometer
 Warnings And Reminders - Low Fuel Level
 Wireless Data Link - Bluetooth
 In-Dash Cd - Mp3 Playback
 Total Speakers - 8
 Gauge - Tachometer
 Warnings And Reminders - Tire Fill Alert
 Daytime Running Lights
 Headlights - Auto Delay Off
 Headlights - Auto On
 Tire Pressure Monitoring System
 Spare Tire Mount Location - Inside
 Spare Tire Size - Temporary
 Spare Wheel Type - Steel
 Tire Type - All Season
 Front Wipers - Intermittent
 Power Windows
 Moonroof / Sunroof - One-Touch Open/Close
 Moonroof / Sunroof - Power Glass
 Body Side Reinforcements - Side Impact Door Beams
 Child Seat Anchors
 Crumple Zones - Front
 Emergency Interior Trunk Release
 Energy Absorbing Steering Column
 Front Airbags - Dual
 Knee Airbags - Driver
 Power Door Locks
 Side Airbags - Front
 Side Curtain Airbags - Front
 Anti-Theft System - Alarm
 Anti-Theft System - Engine Immobilizer
 Airbag Deactivation - Occupant Sensing Passenger
 Side Mirror Adjustments - Power
 Side Mirrors - Heated
 2-Stage Unlocking Doors
 Crumple Zones - Rear
 Child Safety Door Locks
 Front Seat Type - Bucket
 Seatbelt Force Limiters - Front
 Seatbelt Pretensioners - Front
 Upholstery - Cloth
 Driver Seat Power Adjustments - 8
 Driver Seat Power Adjustments - Lumbar
 Front Headrests - 2
 Front Headrests - Adjustable
 Passenger Seat Power Adjustments - 4
 Rear Headrests - 3
 Rear Headrests - Adjustable
 Rear Seat Type - Bench
 Rear Seat Manual Adjustments - Reclining
 Rear Seatbelts - Center 3-Point
 Rear Seat Folding - Split
 Seatbelt Force Limiters - Rear
 Seatbelt Pretensioners - Rear
 Driver Seat Power Adjustments - Height
"
